score,theme,source_db,query_id,accession,uid,title,summary,taxon,data_type,n_samples,tissues,has_human,has_exercise,has_obesity,has_inflammation,has_nampt_axis,has_omics,pubmed_ids,ftp_link,url,year_or_date
9,repair,GEO/GDS,exercise_muscle_damage_geo,GSE317209,200317209,Mapping Endothelial-Macrophage Interactions in Diabetic Vasculature: Role of TREM2 in Vascular Inflammation and Ischemic Response [bulk RNA-Seq],"Diabetes mellitus (DM) significantly accelerates vascular diseases like peripheral arterial disease (PAD). Endothelial cells (ECs) and macrophages (MΦs) singularly and synergistically are important contributors to DM-associated vascular dysfunction. Single-cell (sc) profiling technologies are revealing the true heterogeneity of ECs and MΦs, but how this cellular diversity translates to cell-cell interactions, and consequentially vascular function, remains unknown. We leveraged scRNA sequencing and spatial transcriptome (ST) profiling to analyze human mesenteric arteries from non-diabetic (ND) and type 2 diabetic (T2D) donors. We generated a transcriptome and interactome map encompassing the major arterial cells and highlighted Triggering Receptor Expressed on Myeloid Cells 2 (TREM2) as a top T2D-induced gene in mononuclear phagocytes (MPs), with concomitant increases of TREM2 ligands in ECs. We verified DM-associated TREM2 induction in cell and mouse models, and found that TREM2 inhibition decreases pro-inflammatory responses in MPs and ECs, as well as increases EC migration in vitro. Furthermore, TREM2 inhibition using a neutralizing antibody enhanced ischemic recovery and flow reperfusion in DM mice subjected to hindlimb ischemia, suggesting that TREM2 promotes ischemic injury in DM. Finally, in human PAD, co-existing DM was associated with greater expression of TREM2 and its interaction with ECs, with a further increase in ischemic tissue compared to patient-matched non-ischemic tissue. Collectively, our study presents the first atlas of human diabetic vessels with single cell and spatial resolution, and identifies TREM2-EC interaction as a key driver of diabetic vasculopathies, the targeting of which may offer an opportunity to ameliorate vascular dysfunction associated with DM-PAD.",Homo sapiens,Expression profiling by high throughput sequencing,6,tendon_repair,1,0,0,1,0,1,,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE317nnn/GSE317209/,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE317209,
9,repair,GEO/GDS,exercise_muscle_damage_geo,GSE292106,200292106,Heat stress triggers nuclear invagination and spatial compartmentalization of protein metabolism,"Heat stress is a common challenge for cells, causing multiple types of cellular damage while triggering complex stress responses, including the classical heat shock response. However, the subcellular coordination of these stress responses remains poorly understood. In this study, we identify reversible nuclear morphological changes under heat stress, characterized by kidney-shaped invaginations. These nuclear invaginations are associated with intermediate filament collapse and the regional clustering of organelles. Through immunofluorescence imaging and proteomic analysis, we further reveal that nuclear invagination region function as ""protein metabolism hotspots"", where both protein translation and degradation are enhanced. Moreover, this compartmentalization is not only essential for cellular adaptation and recovery from heat stress but also correlates with the differential heat tolerance across cell lines. Our findings highlight a previously unappreciated mechanism by which cells spatially reorganize protein metabolism to optimize stress responses, providing new insights into heat stress adaptation.",Homo sapiens,Expression profiling by high throughput sequencing,9,tendon_repair,1,0,0,0,0,1,,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE292nnn/GSE292106/,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE292106,
8,exercise,GEO/GDS,exercise_blood_pbmc_human_geo,GSE324648,200324648,An ancient retrotransposon provides species-specific tuning of IL18 inflammatory signaling [RNAseq_ShortRead],"Species differ markedly in how they regulate immune responses, yet the molecular basis of this variation remains incompletely understood. Here, we show that an ancient LINE2 retrotransposon introduced an intronic polyadenylation signal into the IL18R1 locus, generating a truncated isoform, IL18R1-Short, that lacks the intracellular signaling domain. Using bulk RNA-seq across nine mammals, we find that although this cis-regulatory element is broadly conserved, robust IL18R1-Short expression is species- and tissue-restricted: bats and mice express it at high levels, particularly in barrier tissues (lung, skin, intestine), whereas most other species, including humans, show absent or limited expression. Single-cell lung profiling further shows that this truncated isoform is enriched in mouse epithelial cells. Known IL18 negative regulators, SIGIRR and IL18BP, also show distinct expression patterns across mouse and human lung cell populations, suggesting that these brakes on IL18 signaling are deployed in context-dependent and non-redundant manner. Functionally, IL18R1-Short dampens IL18-induced NFkB signaling in both human and mouse systems, and knockdown of the mouse ortholog amplifies IL18-driven immune and inflammatory gene expression in mouse T cells. Together, these results identify IL18R1-Short as a TE-derived decoy receptor that attenuates IL18 signaling and show that conservation of a TE-derived cis element does not predict conserved regulatory output. More broadly, these findings establish IL18R1-Short as an example of how TEs can generate alternative immune transcripts with species-specific regulatory consequences, highlighting TE-mediated alternative transcription as an underappreciated source of mammalian immune variation.",Artibeus jamaicensis,Expression profiling by high throughput sequencing,10,unclear,1,0,0,1,0,1,,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE324nnn/GSE324648/,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE324648,
8,exercise,GEO/GDS,exercise_blood_pbmc_human_geo,GSE324647,200324647,An ancient retrotransposon provides species-specific tuning of IL18 inflammatory signaling [RNAseq_LongRead],"Species differ markedly in how they regulate immune responses, yet the molecular basis of this variation remains incompletely understood. Here, we show that an ancient LINE2 retrotransposon introduced an intronic polyadenylation signal into the IL18R1 locus, generating a truncated isoform, IL18R1-Short, that lacks the intracellular signaling domain. Using bulk RNA-seq across nine mammals, we find that although this cis-regulatory element is broadly conserved, robust IL18R1-Short expression is species- and tissue-restricted: bats and mice express it at high levels, particularly in barrier tissues (lung, skin, intestine), whereas most other species, including humans, show absent or limited expression. Single-cell lung profiling further shows that this truncated isoform is enriched in mouse epithelial cells. Known IL18 negative regulators, SIGIRR and IL18BP, also show distinct expression patterns across mouse and human lung cell populations, suggesting that these brakes on IL18 signaling are deployed in context-dependent and non-redundant manner. Functionally, IL18R1-Short dampens IL18-induced NFkB signaling in both human and mouse systems, and knockdown of the mouse ortholog amplifies IL18-driven immune and inflammatory gene expression in mouse T cells. Together, these results identify IL18R1-Short as a TE-derived decoy receptor that attenuates IL18 signaling and show that conservation of a TE-derived cis element does not predict conserved regulatory output. More broadly, these findings establish IL18R1-Short as an example of how TEs can generate alternative immune transcripts with species-specific regulatory consequences, highlighting TE-mediated alternative transcription as an underappreciated source of mammalian immune variation.",Artibeus jamaicensis,Expression profiling by high throughput sequencing,13,unclear,1,0,0,1,0,1,,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE324nnn/GSE324647/,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE324647,
8,exercise,GEO/GDS,exercise_blood_pbmc_human_geo,GSE293172,200293172,Pioneer factors orchestrate tissue-specific cohesin-NIPBL chromatin entry and 3D genome organization [ChIP-seq],"Cohesin complex shapes 3D genome organization by extruding DNA loops, yet the mechanisms underlying its chromatin entry remain poorly understood. Here, we reveal that the cohesin loader NIPBL exhibits highly tissue-specific chromatin binding, in stark contrast to the conserved binding profiles of CTCF and RAD21. We identify pioneer transcription factors (TFs), notably FOXA1, as key mediators of NIPBL recruitment to chromatin. FOXA1 directs NIPBL to intra-TAD regions, enabling symmetric loop extrusion, while factors like ETS1 target NIPBL to TAD boundaries, supporting one-sided extrusion. Rapid depletion of FOXA1 disrupts NIPBL binding and intra-TAD loops, whereas loss of NIPBL impairs both intra-TAD and inter-TAD interactions, highlighting their roles in 3D genome folding. Strikingly, a recurrent FOXA1 mutation (R219S) in prostate cancer redirects NIPBL to TAD boundaries by recognizing a non-canonical motif, fostering a more insulated and tumor-aggressive genome. Evolutionary analysis points to a potential conserved role for TF-NIPBL cooperation in cohesin chromatin entry across species with tissue-specific adaptations. Our findings reveal that pioneer factors orchestrate cohesin loading to shape tissue-specific chromatin accessibility and 3D genome dynamics, a mechanism hijacked in diseases like cancer to rewire gene expression.",Homo sapiens; Mus musculus,Genome binding/occupancy profiling by high throughput sequencing,68,unclear,1,0,0,0,0,1,,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE293nnn/GSE293172/,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE293172,
8,exercise,GEO/GDS,exercise_blood_pbmc_human_geo,GSE296242,200296242,Sustained MYB activity drives emergent enhancer activation and precise enhancer-promoter interactions,This SuperSeries is composed of the SubSeries listed below.,Mus musculus; Homo sapiens,Expression profiling by high throughput sequencing; Genome binding/occupancy profiling by high throughput sequencing; Other,81,unclear,1,0,0,0,0,1,,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE296nnn/GSE296242/,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE296242,
8,exercise,GEO/GDS,exercise_blood_pbmc_human_geo,GSE288618,200288618,Long-read transcriptome-wide RNA structure maps using DMS-FIRST-seq,"RNA structure plays a critical role in determining RNA function. Transcriptome-wide RNA structure mapping has largely relied on coupling chemical probing reagents with high-throughput sequencing. More recently, the integration of chemical probing with nanopore direct RNA sequencing (DRS) has been proposed as a promising approach to capture RNA structural dynamics at single-molecule resolution. However, DRS produces widespread rather than single-nucleotide signals from modified bases, thereby limiting its precision in RNA structure prediction. Here we introduce FIRST-seq, a method that couples chemical probing with nanopore cDNA sequencing to overcome these limitations, achieving single nucleotide resolution. By systematically examining various RT enzymes and buffers, we optimize conditions that minimize drop-off and enhance error signatures linked to RNA structure. Our results demonstrate that DMS-FIRST-seq generates high-resolution, accurate RNA structure maps in both in vivo and in vitro contexts, offering a valuable tool for transcriptome-wide, isoform-specific RNA structural analysis.",synthetic construct; Escherichia coli; Homo sapiens; Saccharomyces cerevisiae,Other,43,unclear,1,0,0,0,0,1,,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE288nnn/GSE288618/,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE288618,
8,exercise,GEO/GDS,exercise_blood_pbmc_human_geo,GSE314567,200314567,Age- and Tissue-dependent Diversity of Human Plasmacytoid Dendritic Cells Uncovers a Cycling Subset Dominant in Early Life and Cancer,"Plasmacytoid dendritic cells (pDCs) are innate sentinels that produce type I interferons (IFN-I) during infection. Here, we asked how developmental stage and tissue context shape human pDC transcriptional states. Single-cell RNA sequencing of pDCs from blood, thymus, lymph nodes, and tonsils across fetal, infant, and pediatric stages revealed tissue-enriched programs, including IFN-I-imprinted pDCs in the thymus, NFκB-imprinted pDCs in tonsils, and resting pDCs in blood and lymph nodes. Across tissues, we identified a pDC subset characterized by prostaglandin D2 production and dopamine responsiveness, indicating a potential neuromodulatory axis. Cycling pDCs were abundant in fetal and infant lymphoid tissues and declined with age, while remaining enriched in bone marrow (BM) throughout life. Blastic pDC neoplasm associated with enrichment of cycling, mutation-bearing pDCs in the BM, suggesting that this niche serves as a reservoir for malignant pDCs. Thus, early in life, various lymphoid tissues can generate pDCs. This tissue-specific hematopoiesis may result in distinct cellular and functional outputs.",Mus musculus,Expression profiling by high throughput sequencing,4,blood_pbmc,1,0,0,0,0,1,,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE314nnn/GSE314567/,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE314567,
8,obesity,GEO/GDS,obesity_adipose_inflammation_geo,GSE297636,200297636,A WAT-to-BAT communication facilitates sustained activation of BAT thermogenesis during cold exposure [RNA-Seq],"BAT activation for thermogenesis is a physiological mechanism that maintains body temperature during cold exposure. However, how BAT is dynamically activated and preserve its sustained activation in cold is not completely understood. In this study, we identified soluble ST2 (sST2) mediates a WAT-to-BAT endocrine mechanism, which is required for constant BAT activation during cold exposure. Specific depletion of sST2 isoform blocks the alternative thermogenesis upon BAT denervation and leads to cold sensitive in a prolong cold exposure. Mechanistically, sST2 is induced and secreted from eWAT by the Adrb1/2 signaling driven Creb1 activation. The secreted sST2 directly binds to the Adrb3 receptor in BAT and in synergy with NE to induce BAT thermogenesis, which is independent of IL33. Additionally, supplement of sST2 induces beige fat formation in mice and humans. Therefore, our study demonstrated eWAT derived adipokine sST2 functions on BAT activation as a novel mechanism in sustained activation of thermogenesis of BAT in cold exposure. More importantly, sST2 may serve as an emerging therapeutic approach in combine with b3 receptor agonist for obesity treatment.",Mus musculus,Expression profiling by high throughput sequencing,6,unclear,1,0,1,0,0,1,42191682,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE297nnn/GSE297636/,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE297636,
8,obesity,GEO/GDS,obesity_adipose_inflammation_geo,GSE236432,200236432,C2orf74 Orchestrates Germ-Leydig Crosstalk to Reprogram White Adipocyte Identity I,"Gender differences in obesity is widely reported, however, identification of gender specific obese gene and characterization of its role in obesity remain elusive. Here, we identify a germ cell specifically expressed gene C2orf74 and demonstrate that C2ORF74 promotes high-fat diet (HFD) induced obesity in male but not female male. Loss of C2ORF74 protects male mice from obesity by boosting testosterone levels and enhancing energy expenditure and browning of white adipose tissues (WAT). We demonstrate that spermatogenic C2ORF74 suppresses testosterone biogenesis in Leydig cells through germ-cell secreted BPIFA3, whose maturation and secretion is dependent on DPM1-mediated glycosylation. Collectively, these findings define a role of spermatogenic C2ORF74 in energy expenditure and adipose browning in a gender specific manner.",Mus musculus,Expression profiling by high throughput sequencing,4,adipose,0,0,1,0,0,1,,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE236nnn/GSE236432/,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE236432,
8,obesity,GEO/GDS,obesity_adipose_inflammation_geo,GSE302416,200302416,Adipokine Adissp as a potential therapeutic agent for diabetes and cardiometabolic diseases,"Adipokine Adissp simultaneously promotes glucose disposal and energy expenditure in adipose tissue. Treatment with recombinant Adissp (rAdissp) protein normalizes hyperglycemia and provides pleiotropic cardiometabolic benefits in diabetic and obese mice, primarily through its actions in white adipose tissue. RNA-seq analysis of inguinal white fat reveals that rAdissp activates a comprehensive thermogenic program characterized by enhanced mitochondrial metabolism, Ucp1-mediated uncoupling, glycolysis, and fatty acid futile cycling.",Mus musculus,Expression profiling by high throughput sequencing,6,adipose,0,0,1,0,0,1,42030391,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE302nnn/GSE302416/,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE302416,
8,weight_loss,GEO/GDS,weight_loss_exercise_adipose_muscle_geo,GSE301646,200301646,Trimetazidine delays autoimmune diabetes in mice by transiently suppressing CD8⁺ T-cell fatty-acid oxidation,"Type 1 Diabetes Mellitus (T1D) is an organ specific autoimmune disease, which is characterized by persistent hyperglycemia due to immune-mediated destruction of pancreatic islet β cells. Shifting immune cell metabolism is an emerging therapeutic concept. Therefore, we tested whether the fatty acid oxidation (FAO) inhibitor trimetazidine (TMZ) can restrain autoreactive immunity and delay T1D in a non-obese diabetic mouse model. Of note, TMZ is one of only three approved drugs directly targeting cellular metabolism. TMZ acutely increased mitochondrial membrane potential, suppressed FAO and curtailed activation and proliferation of human CD8⁺ T cells. In dysglycemic NOD mice, a clinically approved dose of TMZ delayed progression to T1D, lowered mean glycaemia and reduced islet CD4⁺/CD8⁺ infiltration. scRNA-seq revealed depletion of FAO-high, stress-responsive secretory cells and mitochondrially active stromal cells, indicating improved pancreatic health. However, prolonged exposure elicited compensatory up-regulation of carnitine-palmitoyl-transferase-1A in CD8⁺ subsets, normalized T-cell infiltration and nullified protection. We conclude that TMZ delivers a dampening of initial T-cell pressure and pancreatic stress. Adaptive upregulation of FAO within cells counteracted observed benefits thereby only transiently delaying disease onset. Our work demonstrates that drugs targeting cellular metabolism needs to retain sufficient potency to not be outpaced by immune cells upscaling metabolic pathways.",Mus musculus,Expression profiling by high throughput sequencing,1,unclear,1,0,1,0,0,1,41800251,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE301nnn/GSE301646/,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE301646,
8,literature,PubMed,nampt_nad_exercise_pubmed,PMID:40169574,40169574,Exercise-induced anti-obesity effects in male mice generated by a FOXO1-KLF10 reinforcing loop promoting adipose lipolysis.,Nature communications,,literature,,adipose,0,1,1,0,0,0,40169574,,https://pubmed.ncbi.nlm.nih.gov/40169574/,2025 Apr 1
8,literature,PubMed,nampt_nad_exercise_pubmed,PMID:32320006,32320006,Nicotinamide riboside supplementation alters body composition and skeletal muscle acetylcarnitine concentrations in healthy obese humans.,The American journal of clinical nutrition,,literature,,skeletal_muscle,1,0,1,0,0,0,32320006,,https://pubmed.ncbi.nlm.nih.gov/32320006/,2020 Aug 1
8,repair,GEO/GDS,exercise_muscle_damage_geo,GSE306610,200306610,Spaceflight multi-omics reveals vulnerabilities of human germ cell development,"Exposure to microgravity, cosmic radiation, and other spaceflight conditions induces significant physiological adaptations in biological systems. While prior studies have characterized effects on stem cell self-renewal and differentiation, the biological impacts of spaceflight on human germ cell development remain unexplored. To address this gap, we deployed automated experimental platforms aboard China's Tianzhou-1 (TZ-1) and Tianzhou-6 spacecraft, enabling fluorescent morphological analysis and multi-omics profiling of stem cell derivatives under orbital conditions. These systems incorporated live-cell imaging, remote operation interfaces from Earth, and integrated sample preservation for time-point-specific specimen capture. Our experiments revealed that spaceflight significantly reduced germ cell yields and dysregulated translational profiles, particularly in cytoskeletal organization and extracellular matrix (ECM) interaction pathways. However, whole-exome sequencing and genome-wide methylation analyses confirmed genomic stability, with no statistically significant mutations during short-term spaceflight. This work establishes an automated platform for real-time analysis of human germ cell differentiation in orbital microgravity and provides a foundation for future space biology research.",Homo sapiens,Other; Expression profiling by high throughput sequencing,32,unclear,1,0,0,0,0,1,,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE306nnn/GSE306610/,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE306610,
8,repair,GEO/GDS,exercise_muscle_damage_geo,GSE314768,200314768,Transcriptomic profiling of oxaliplatin-resistant colorectal cancer cells,RNA-seq analysis comparing parental HCT116 cells with oxaliplatin-resistant HCT116-OXR cells to identify molecular mediators of platinum resistance in colorectal cancer.,Homo sapiens,Expression profiling by high throughput sequencing,6,unclear,1,1,0,0,0,1,,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE314nnn/GSE314768/,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE314768,
8,repair,GEO/GDS,exercise_muscle_damage_geo,GSE270985,200270985,Myonuclear reprogramming underlies muscle denervation and weakness following knee injury [ChIP-Seq],"Muscle weakness following joint injury contributes to substantial functional deficits and disability. The molecular etiology of prolonged muscle atrophy and weakness following knee ligament injury remains undefined, limiting our understanding of the inceptive events underlying poor functional recovery. We studied the muscle transcriptome in men and women in response to ligament injury and surgical reconstruction, revealing substantial injury- and reconstructive surgery-dependent changes, with sustained increases in genes associated with neuromuscular junction remodeling. We identified histone deacetylase 4 (HDAC4) as one of the most upregulated targets in muscle following both injury and reconstruction, and multi-omics integration of HDAC4 ChIP-sequencing and RNA-sequencing revealed a coordinated repression of genes associated with metabolism and contractile function following injury. We further applied single nucleus RNA-sequencing and uncovered aberrant neuromuscular signaling and myonuclear reprogramming. Our multi-omics and single-nucleus transcriptome analyses demonstrate unique myocellular and neuromuscular adaptations that could explain persistent functional deficits following acute musculoskeletal injury.",Homo sapiens,Genome binding/occupancy profiling by high throughput sequencing,4,tendon_repair,1,0,0,0,0,1,,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE270nnn/GSE270985/,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE270985,
8,repair,GEO/GDS,exercise_muscle_damage_geo,GSE288395,200288395,De novo Golgi biogenesis requires orchestrated transactivation of Golgi genes,"Golgi biogenesis is a crucial cellular process, yet its study has been hindered by the lack of easy methods to induce massive production of new Golgi units. In this study, we optimized an enzyme inactivation approach to stimulate the formation of fully functional Golgi stacks. Massive Golgi biogenesis was achieved through DAB-mediated inactivation of preexisting Golgi structures in cells stably expressing the chimeric Golgi enzyme Mannosidase II fused with horse radish peroxidase (HRP). Within 10 to 18 hours post-Golgi inactivation, substantial number of cells regenerated new Golgi stacks capable of transporting various cargo proteins to their appropriate destinations. This functional and structural recovery of the Golgi in ManII-HRP cells offers an efficient system to study Golgi biogenesis and associated cellular responses. We further explored transcriptomic changes in ManII-HRP cells, discovering that the extensive biogenesis of Golgi membranes induces the transcriptional activation of numerous Golgi-associated genes. These genes encode proteins involved in diverse functions such as glycosylation, membrane tethering, and ion/sugar transport. The timing of this gene transactivation correlates with the restoration of Golgi cisternae architecture and trafficking capabilities, suggesting that this transcriptional response plays an integral role in the biogenesis of new Golgi units.",Homo sapiens,Expression profiling by high throughput sequencing,7,tendon_repair,1,0,0,0,0,1,42251155,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE288nnn/GSE288395/,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE288395,
8,repair,GEO/GDS,exercise_muscle_damage_geo,GSE310809,200310809,Transcriptomic features of GFP+ RPE cells in Serpine-Gfp heterozygous mice at 2 months II,"Heterogeneous degeneration of retinal pigment epithelium (RPE) leads to irreversible blindness in diseases associated with macular atrophy. However, the underlying mechanisms of regional RPE degeneration remain poorly understood. To address this gap, this study first identifies a novel RPE subpopulation through the spatial, transcriptomic, and functional analyses, thereby contributing to the understanding of the heterogeneity of degenerative RPE cells. Specifically, omics analyses in human and macaque RPE reveal a peripheral RPE cell population with high SERPINE3 expression, while SERPINE3-GFP knock-in mice show comparable expression patterns. In addition, SMART-seq2 analysis further distinguishes transcriptomic profiles between GFP-positive and GFP-negative RPE cells. Under oxidative stress, SERPINE3 expression increases, and GFP-positive cells exhibit improved survival and reentry into the cell cycle. Notably, genetic studies indicate that SERPINE3 is essential for the oxidative stress resistance of GFP-positive cells. Moreover, loss of SERPINE3 results in regional RPE degeneration and increased microglial accumulation in aged mice. Mechanistically, proteinase screening and co-immunoprecipitation indicate that SERPINE3 targets Caspase-1. Importantly, delivery of SERPINE3 via AAV-Serpine3 prevents RPE degeneration in a geographic atrophy disease model. These findings advance the understanding of RPE heterogeneous degeneration and highlight SERPINE3 as a novel protective factor with therapeutic potential for macular atrophy.",Homo sapiens,Expression profiling by high throughput sequencing,2,unclear,1,1,0,0,0,1,,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE310nnn/GSE310809/,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE310809,
8,repair,GEO/GDS,exercise_muscle_damage_geo,GSE322507,200322507,MELK inhibition promotes megakaryopoiesis and platelet recovery in immune thrombocytopenia through ERK–cofilin signaling,"Maternal embryonic leucine zipper kinase (MELK) has been implicated in cell-cycle regulation, yet its transcriptional programs in megakaryocytic cells remain incompletely defined. To profile MELK-dependent gene expression changes, we performed bulk RNA-seq on the human megakaryoblastic cell line MEG-01 transduced with a control pLKO.1 vector or a MELK-targeting shRNA (sh2-MELK), with three independent biological replicates per condition. Paired-end sequencing reads (raw FASTQ files) and processed gene-level expression quantifications are provided to support differential expression and pathway analyses of MELK knockdown in megakaryocytic cells.",Homo sapiens,Expression profiling by high throughput sequencing,6,tendon_repair,1,0,0,0,0,1,,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE322nnn/GSE322507/,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE322507,
8,repair,GEO/GDS,exercise_muscle_damage_geo,GSE292727,200292727,Dynamic rewiring of cell identity transcriptional programs by loss of ERG in aortic endothelial cells [RNA],"The ETS transcription factor ERG is a critical transcription factor that establishes and maintains an EC identity program. ERG is downregulated in several chronic vascular diseases, including atherosclerosis, and has been implicated in suppressing endothelial-to-mesenchymal transition (EndMT). However, the dynamic phenotypic and transcriptional consequences of ERG loss in the endothelium is poorly understood. We knocked down ERG using siRNA and compared this transient ERG loss over time to chronic deletion of ERG in a CRISPR/Cas9 deletion line in aortic ECs. RNA-sequencing and ATAC-sequencing revealed profound and dynamic rewiring of endothelial and mesenchymal transcriptional programs. While EC identity was rapidly lost (24 hours knock-down) at the transcriptional level, barrier dysfunction required longer-term knock- down (72 hours). A mesenchymal gene network and enhanced cell migration also required 72 hours to manifest. Loss of ERG was accompanied by a rapid loss of occupancy of ETS motifs and a gain in open chromatin containing AP1 motifs. Inhibition of AP1, washout of ERG siRNA or expression of ERG protein in ERG knock-out cells, demonstrated that EndMT was reversible. Finally, ERG-regulated genes and regulatory elements were associated with human disease, demonstrating that this transcription factor may be a valuable target of future therapies for vascular diseases.",Homo sapiens,Expression profiling by high throughput sequencing,48,unclear,1,0,0,0,0,1,42067854,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE292nnn/GSE292727/,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE292727,
8,repair,GEO/GDS,exercise_muscle_damage_geo,GSE320570,200320570,Periodontal ligament stem cell-derived exosomal miR-378a programs osteogenic commitment via DAZAP2/SMAD signaling,"Functional recovery of the periodontium remains a major clinical challenge. To harness the therapeutic potential of extracellular vesicles (EVs) derived from human periodontal ligament mesenchymal stem cells (hPDL-MSC), we identified and characterized the encapsulated miR-378a as a pivotal regulator associated with osteogenic commitment. hPDL-MSC and derivative EVs were dynamically examined throughout osteogenesis, revealing a temporal and progressive enrichment pattern. Mechanistically, integrative microarray, RNA sequencing, bioinformatic analysis, and functional assays established PIM2 and DAZAP2 as direct targets of miR-378a. Overexpression of miR-378a post-transcriptionally suppressed DAZAP2, leading to enhanced nuclear translocation of phosphorylated-SMAD1/5/9 and subsequent activation of canonical BMP signaling. Rescue experiments reinforced the essential role of the miR-378a–DAZAP2–SMAD axis in osteogenic differentiation. Collectively, our findings delineate the molecular pathway triggered by hPDL-MSC-derived exosomal miR-378a and provide new mechanistic insights into EV-mediated modulation of stem cell fate.",Homo sapiens,Expression profiling by high throughput sequencing,2,tendon_repair,1,0,0,0,0,1,,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE320nnn/GSE320570/,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE320570,
7,exercise,GEO/GDS,exercise_blood_pbmc_human_geo,GSE330325,200330325,Epic Methylation analysis on Glycogen Storage Disorder type 1a and Healthy Controls fibroblasts,"An analysis of differences in the genomic methylation pattern between GSD1a and HC samples using the Illumina EPIC V2 array as shown in the Disease-associated programming of cell memory in glycogen storage disorder type 1a manuscript. To assess the global differences between samples from the two groups, we used the full dataset of processed probes and initially performed a regression analysis with the aim to assess the in-group variability for each of HC and GSD1a groups tested. Results from this analysis showed lower variability in the GSD1a group which implies that GSD1a fibroblasts present a methylation phenotype that is consistent between group samples as compared to the HC samples. These differences were also observed by an unsupervised clustering analysis that we performed based on K-means searching for two clusters between our 8 tested samples and by PCA. Differential methylation analysis comparing GSD1a to HC cells was performed. Thousands of significantly different probe signals between the groups were found. Differential methylation region analysis which is based on methylated probes distribution located at similar regions in the genome, obtained many differentially methylated regions (DMR) between the groups. GSEA comparing GSD1a cells to HC cells using the methylation dataset and the GO database revealed significantly enriched pathways related to lysosomal and metabolic pathways. In addition, pathways related to epigenetic modifications are also differentially enriched between GSD1a and HC cells. An integratino of this experiment with ATAC-seq and RNA-seq data is shown in the manuscript.",Homo sapiens,Methylation profiling by genome tiling array,8,unclear,1,0,0,0,0,1,,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE330nnn/GSE330325/,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE330325,
